Stock,Harvest Value,NPV
-3972.049802171189,0.0,-77595.18354015175
2118.871022467119,-257589.91002249805,-84064.99538329394
896.7144808231893,-47142.81634915923,-102210.74391885108
-987.9283958170195,-116163.93647132903,-86757.74604473436
-1654.764792112227,-26007.40912260084,-91861.01892253118
984.0314564815816,-155342.1354197983,-93428.40919345529
-261.8318389791298,-172732.19789430973,-84656.12589085093
-1919.514746319679,-98916.61981079516,-82170.93382672938
-366.3824181853886,-95166.5341987307,-92569.49724111224
-2353.8113728260837,-39481.10655321181,-85813.79182119573
-635.7274707991018,-29330.945273527883,-96713.54866495261
982.7547243473809,-223192.55097591656,-85406.90050775629
1231.9005734114753,-120417.53258006129,-97919.14445566578
-1032.4923040984013,-138883.40992124705,-83893.66247635554
1238.6573187008194,-198397.76290749104,-90487.038651778
-2604.5630107933894,-60711.25042025812,-81427.00248637698
896.7144808231893,-47142.81634915923,-102210.74391885108
-233.78403620395937,-136802.69865050682,-89088.23856220275
-1119.247224446356,-85228.65599614086,-89194.17540328506
109.89254166407773,-188012.9099041659,-84937.11882336199
-1543.6547400283976,-87167.81184190312,-86497.14137752673
1073.7928334736123,-77664.36832277154,-100510.09776790708
-2153.1897096702983,-22355.1985679159,-88955.02783837296
-3123.809310304424,-10907.66486536157,-83023.46890881738
44.38971599289515,-31494.70820538949,-99770.69747477348
1895.0173156659132,-251608.310658888,-84440.98144622466
-896.9382021759119,-72524.46688689636,-91733.69486524195
56.54639575029702,-116933.67210467404,-92714.58523179153
-1340.3561073532096,-125801.18431645975,-83305.14846664487
-29.6347640905295,-87462.32984107849,-95219.03851669718
-488.9634877723075,-161824.53302894815,-84097.81847968929
95.57634017821444,-157194.12669634956,-88763.80346057826
-2488.9982061129945,-71198.08357321413,-80811.02532688974
-849.2307455181169,-146054.9525488017,-83647.42688871914
-1189.0155860053355,-27048.880133452058,-93934.06550920861
724.930436106883,-214336.37321949977,-85798.47698464285
-3184.999725154221,-38589.63413201637,-79332.33302984391
-1558.22080248568,-67634.82492142954,-88460.36203345987
345.7654684576192,-198450.7580330805,-85179.02130207236
1204.5963869598795,-142806.5351824413,-96079.32833899785
-1567.4877561463873,-114893.5194510982,-82746.84105548321
621.2244392522731,-41676.59168832449,-101283.21756090407
938.058415320952,-200146.17143779094,-88276.92158225077
-1963.0878131621694,-74119.69573266283,-85152.37950733464
1113.2199065926934,-175848.91747376823,-91940.68996123594
-563.7443549785538,-113656.94627275993,-89402.69720986762
88.59495814634792,-137692.28186654244,-90741.3409025753
-647.3009770241794,-132631.54883162628,-86928.14256689796
-564.278008574368,-72410.77640791175,-93363.65418183953
297.98788557528746,-103583.64348126255,-95290.7669091885
-1412.079226038456,-103302.05430961863,-85446.06611234257
-1919.514746319679,-98916.61981079516,-82170.93382672938
-1228.120258632548,-69053.18460608399,-90144.3731866041
-2327.4578708748454,-54039.432270326644,-84274.04682322357
1004.141172298066,-98691.86972681207,-98840.6281107918
-2543.281269638782,-17754.65686544706,-86589.655306933
-261.8318389791298,-172732.19789430973,-84656.12589085093
-70.69124112871297,-180210.96649397528,-85137.03218012376
-668.5016650941625,-154262.73222857015,-83951.7690067177
1172.8867634610042,-230877.36020497972,-85839.76965053972
987.9807672048393,-58522.71831418823,-101694.18993048213
-3297.4244362901713,-17924.85992960356,-80834.90087069724
-369.74568027241924,-69784.00503795054,-95047.8096104096
525.1059910973249,-206566.4424145606,-85746.64999196361
345.7654684576192,-198450.7580330805,-85179.02130207236
-353.97189070418983,-145224.01287695585,-87502.67232720861
-678.8620347166154,-97767.8826978479,-90428.25936865658
1479.7580830134382,-243389.87732467463,-86070.15830349116
-1920.6760276737587,-88369.68059007643,-83576.88453246132
-793.9370467849772,-148856.90486888032,-83728.33540648542
-1340.3561073532096,-125801.18431645975,-83305.14846664487
1281.6054266197652,-220689.44920909725,-88018.1412808528
-1096.1915943845975,-135841.0219053121,-83775.26729441789
-293.93081282250495,-37569.150209914376,-97671.32541875534
-1859.9106230190453,-30384.02875389006,-90201.0086159975
-884.4056678960894,-106214.94053548042,-88201.81432820446
-1740.5424200354796,-71026.39463618338,-86776.01287359378
776.3860958279149,-216432.91278003596,-85905.94721462857
187.9620576935952,-81415.87852291018,-96746.92726330807
-883.8153336311448,-33856.36083562425,-95106.61809778916
-1630.5230431553405,-111957.89666889812,-82855.6959119229
-2213.889742580283,-85364.4629953746,-81628.50908685656
-114.52826922029081,-156223.65567360996,-87813.87220409607
89.86255600252534,-127246.7687524053,-91759.8119402483
-1855.9897542406134,-54268.54354965193,-87681.37228711191
-2787.5528061876253,-58103.68558767773,-80319.84169475829
318.39526730890987,-158604.7961229739,-89908.216997358
-2719.9181062222683,-45183.4099037817,-82394.7629482004
-360.81682054716606,-114601.32445495507,-90516.79703658668
1108.1158544446248,-228275.4862799519,-85483.88414563189
299.77499916594627,-128232.16550674305,-93051.40775210537
88.770430164781,-167291.880183029,-87700.5932125107
273.57207922965324,-52579.05944737522,-99306.35805902262
303.87178200525057,-148910.287319439,-90812.42100506897
-1106.8793964370052,-58806.60550509132,-91594.9774290717
-1322.203115190753,-37418.68178096346,-92460.74964943678
908.9920291126489,-108023.39646410583,-97259.11612407454
45.2871927869669,-185664.8168082943,-85226.36874920297
1009.7089599569339,-124139.70830895529,-96351.85882138893
-874.406705525232,-126507.60203723382,-86262.23616069122
-1106.0098827188272,-100420.07911393019,-87719.6957184536
-3383.1280982995295,-27218.273856852,-79148.30846803598
830.6790578723629,-75582.37326080306,-99556.93243380399
