Stock,Harvest Value,NPV
-3093.031950379732,0.0,-59165.13869175305
679.2021044327884,-172600.32780816147,-66434.58267503124
-68.92087925456246,-6252.15480825388,-81027.8429841028
-1220.0181463641047,-72271.27121849396,-67491.31779075188
200.040638495351,-94493.72918580243,-74621.3801007185
-872.1001206625297,-110580.36653757576,-64024.436381539344
-1644.655588550168,-17010.0153808907,-71768.06687170158
-1822.1974372829532,-66361.89328484835,-62502.07404020413
-791.7815310152388,-56950.555189128994,-72483.06999998263
-2048.764561995211,-27989.9393031718,-65781.35531634332
-59.070506234731624,-147228.45411633552,-65816.88047621133
-547.2806311003176,-94331.41119830917,-68903.70952563762
194.51446149134654,-64458.440335353975,-78801.4553161548
-1123.1813669579064,-18102.13055957302,-75506.80610828249
231.0052779141248,-120179.77207623338,-70891.164715689
-1333.0004137099218,-91439.00860466239,-63618.39371141847
-2212.8172592936708,-42480.60675493792,-61931.37961040487
-1402.8217216030798,-50725.34473661192,-68614.63680624771
-536.0929983975946,-48650.891274336085,-76327.40621793413
-559.391975390584,-122454.11397148616,-64909.24418041198
-1995.65470590264,-16171.06208444552,-68546.755994813
485.9008552183494,-165066.8391094511,-66416.53004843532
105.65557144834042,-25371.87369182595,-80957.96255525897
-1529.0062403666989,-59974.81570645734,-66262.62454550296
-589.5896412439365,-79898.07885524842,-71283.88735360652
-2533.79610279362,-8857.83497105727,-63501.247360194495
-1209.5689587562847,-46081.05469371286,-71594.7682696997
-872.1001206625297,-89680.49273585045,-67036.04835567303
-84.17863086426917,-124266.56091592484,-68760.44121118519
-371.98497193960145,-92318.1653655967,-71011.56388919355
-419.55826071135743,-73509.733084676,-73694.11720997415
-241.96608893340544,-138695.98732467045,-65515.92031207086
-751.2807955833148,-31004.92781125851,-76402.67597732856
-1047.6876289079496,-65631.10732084817,-69566.04444956424
226.77063608248056,-106987.56134950426,-72771.64574542192
-1544.803994613373,-80931.06187142538,-63215.71116454319
-2600.3364248050148,-25791.33737351782,-60571.10832354368
-1381.5524588053877,-19108.52269084224,-73868.99613624494
174.05724257111444,-81128.48396142793,-76495.21941534811
-385.08280468968576,-131232.0649079412,-65238.04940975073
-1777.918645596485,-54578.5261079435,-64623.08389263884
-1178.712806123896,-98815.37053550083,-63848.000867729395
-1047.6876289079496,-105286.2719753348,-64081.36431883722
-2224.3411493190943,-8681.5313113895,-66452.96392746054
-2109.6445314493617,-51725.00527820756,-61944.336233998154
-524.926676413769,-103508.38050975715,-67965.42633338078
-824.4118892997383,-78746.8834171038,-68749.18709830532
-2157.030696228485,-33262.44857712091,-63794.280542776876
-1113.1009009691134,-82323.15569406518,-66823.4618212219
420.48399517825476,-163709.65759503306,-66421.32686196669
-1569.5386006182796,-38276.260077010666,-69550.30784069814
-1315.5856711035267,-74855.3457879004,-65990.66317130106
-728.3307825548023,-98669.83408666609,-66546.96287839193
-1544.803994613373,-80931.06187142538,-63215.71116454319
-59.070506234731624,-147228.45411633552,-65816.88047621133
-1594.6732264653958,-48846.021448486616,-67180.55468645816
252.56522569034462,-133287.808881476,-69083.28637146944
-777.1177235089782,-111549.00710107604,-64369.17935169176
-403.84741878174066,-84219.8544573605,-72416.8546004745
-174.86939171631457,-55768.74349490671,-77656.04925302934
-69.93193679707952,-20077.779129585,-81014.89049255686
-1833.3469828287314,-15130.6920927654,-70396.19094204275
-911.871735983657,-46878.07328177832,-72759.69422422195
124.12743408460551,-52618.9698515657,-78913.38212775685
106.90134432886032,-150654.51566366132,-65765.40278688293
-1690.671998055885,-38025.74811158328,-67920.36691852608
-1510.706713012005,-69962.88673234022,-64830.253931431536
-1392.4645414549586,-42277.6723163598,-70681.3384431004
320.7190134886946,-158773.76645425544,-66190.55044818866
-668.0433921700492,-116944.33189475321,-64675.94345692695
-2647.564456071478,-14198.2399063914,-61385.57975478181
-644.38770707066,-17795.13835118402,-77953.30641379363
-600.3670645660461,-65420.0285119888,-73133.42979426635
-456.661417613458,-127948.63258245474,-65114.60256702922
-1724.3941461787203,-71895.02108793381,-62823.57470035093
-307.3793609945693,-119587.4646338282,-67769.18926085197
-356.2741300099847,-103028.2867382812,-69734.3012796939
-1155.9263545466008,-58768.61060436078,-69698.62685404158
-2324.675665825409,-40507.7845768838,-61376.34917866926
-1361.6083888225699,-90282.90374383576,-63547.04070358894
-273.2262844597916,-137160.9770256141,-65513.33327474107
51.10372994952456,-96403.86016494449,-73120.04885855576
-918.9793554799002,-28207.9419256794,-75448.57546395414
-1439.817680904955,-24489.936148668683,-72380.99694848676
-812.7602675965737,-73575.87242865904,-69570.92133574784
-879.9731521632673,-20077.779129585,-77012.9722067551
-1047.6876289079496,-105286.2719753348,-64081.36431883722
-1930.8488540624185,-60852.11120811538,-62268.7733167191
-1208.5174598683448,-65277.87548276726,-68330.78098695003
91.40887738115077,-109881.6077153678,-71483.95790781175
-1008.8733258813272,-58651.626854699934,-70610.97888516805
-1861.6806342973184,-30345.03770500632,-67386.66435626961
-68.92087925456246,-6252.15480825388,-81027.8429841028
-1786.494548021405,-47393.56681869182,-65598.83107277335
82.96707046749128,-82497.68529022724,-75009.56013405776
-533.3524826604083,-41942.1821410007,-77412.01702618678
-702.3634081613384,-114877.44397325847,-64410.464111979454
-777.9625366558558,-70231.75658420006,-70932.81755160997
-1047.6876289079496,-89175.97995427038,-66176.57971556475
-1340.542829892874,-61292.91132374612,-67826.56694375467
-1253.1752438341346,-82453.01423210374,-65503.83154458499
-1253.1752438341346,-95539.15824737634,-63779.75376183269
-897.2082452920672,-95401.07783735779,-65971.50457430167
